image_filename,camera_id,num_boxes_total,num_weapon_boxes,num_excluded_boxes,num_unknown_boxes,has_weapon_after_mapping
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_2.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_20.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_21.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_22.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_23.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_24.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_25.jpg,cam1,3,2,1,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_26.jpg,cam1,3,2,1,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_27.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_28.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_29.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_3.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_30.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_31.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_32.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_33.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_34.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_35.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_36.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_37.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_38.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_39.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_4.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_40.jpg,cam1,3,3,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_41.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_42.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_43.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_44.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_45.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_46.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_47.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_48.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_49.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_5.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_50.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_51.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_52.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_53.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_54.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_55.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_56.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_57.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_58.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_59.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_6.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_60.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_61.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_62.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_63.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_64.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_65.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_66.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_67.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_68.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_69.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_7.jpg,cam1,1,0,1,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_70.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_71.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_72.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_73.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_74.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_75.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_76.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_77.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_78.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_79.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_8.jpg,cam1,1,0,1,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_80.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_81.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_82.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_83.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_84.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_85.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_86.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_87.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_88.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_89.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_9.jpg,cam1,2,1,1,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_90.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_91.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_92.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_93.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_94.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_95.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_96.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_97.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_98.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_0_x264_frame_99.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_1.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_10.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_11.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_12.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_13.jpg,cam1,2,1,1,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_14.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_15.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_16.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_17.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_18.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_19.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_2.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_20.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_21.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_22.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_23.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_24.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_25.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_26.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_27.jpg,cam1,3,3,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_28.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_29.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_3.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_30.jpg,cam1,4,3,1,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_31.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_32.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_33.jpg,cam1,3,3,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_34.jpg,cam1,3,3,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_35.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_36.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_37.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_38.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_39.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_4.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_40.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_41.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_42.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_43.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_44.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_45.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_46.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_47.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_48.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_49.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_5.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_50.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_51.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_52.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_53.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_54.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_55.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_56.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_57.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_58.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_59.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_6.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_60.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_61.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_62.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_63.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_64.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_65.jpg,cam1,2,2,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_66.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_67.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_68.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_69.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_7.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_70.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_71.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_72.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_73.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_74.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_75.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_76.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_8.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_1_x264_frame_9.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_1.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_10.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_11.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_12.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_13.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_14.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_15.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_16.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_17.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_18.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_19.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_2.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_20.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_21.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_22.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_23.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_24.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_25.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_26.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_27.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_28.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_29.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_3.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_30.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_31.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_32.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_33.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_34.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_35.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_36.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_37.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_38.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_39.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_4.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_40.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_41.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_42.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_43.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_44.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_45.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_46.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_47.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_48.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_49.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_5.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_50.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_51.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_52.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_53.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_54.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_55.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_56.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_57.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_58.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_59.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_6.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_60.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_61.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_62.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_63.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_64.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_65.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_66.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_67.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_68.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_69.jpg,cam1,1,1,0,0,1
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_7.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_8.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_2_x264_frame_9.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_1.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_10.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_11.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_12.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_13.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_14.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_15.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_16.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_17.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_18.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_19.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_2.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_20.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_21.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_22.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_23.jpg,cam1,0,0,0,0,0
Cam1-From09-23-00To10-03-25_Segment_3_x264_frame_24.jpg,cam1,0,0,0,0,0
